Item ID,Created Time,Last Modified Time,Item Name,Sales Description,Selling Price,Sales Account,Is Returnable Item,Brand,Manufacturer,Package Weight,Package Length,Package Width,Package Height,Dimension Unit,Weight Unit,Is Receivable Service,Tax Name,Tax Percentage,Tax Type,Purchase Tax Name,Purchase Tax Percentage,Purchase Tax Type,Product Type,Source,Reference ID,Last Sync Time,Status,Unit,Unit Name,SKU,UPC,EAN,ISBN,Part Number,Purchase Price,Purchase Account,Purchase Description,Inventory Account,Inventory Valuation Method,Track Batches,Reorder Level,Preferred Vendor,Opening Stock,Opening Stock Value,Stock On Hand,Is Combo Product,Item Type,Sellable,Purchasable,Track Inventory,Category Name,Parent Category,CF.UoM,CF.Source URL,CF.Shopify status,CF.Shopify Collection,CF.Shopify var 1 - name,CF.Shopify var 1 - value,CF.Shopify var 2 - name,CF.Shopify var 2 - value,CF.Shopify var 3 - name,CF.Shopify var 3 - value,CF.SKU - new
5583220000001047631,2025-06-24 09:27:03,2026-01-29 08:54:04,LENTULOSPIRAL #1 25MM,,NGN 13250.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,Pack(s),,540-120-001,,,,,NGN 6838.25,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,4.00,NGN 6838.26,4.00,false,Inventory,true,true,true,120-Lentulo Spirals,540-Rotary Instruments,Pieces,,,,,,,,,,130-700-002
5583220000001048104,2025-06-24 09:27:03,2026-01-29 08:54:03,LENTULOSPIRAL #2 25MM,,NGN 13250.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,Pack(s),,540-120-003,,,,,NGN 7077.98,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,3.00,NGN 7077.98,3.00,false,Inventory,true,true,true,120-Lentulo Spirals,540-Rotary Instruments,Pieces,,,,,,,,,,130-700-003
5583220000001048577,2025-06-24 09:27:04,2026-01-29 08:54:03,LENTULOSPIRAL #3 25MM,,NGN 13250.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,Pack(s),,540-120-004,,,,,NGN 6838.25,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,4.00,NGN 6838.25,4.00,false,Inventory,true,true,true,120-Lentulo Spirals,540-Rotary Instruments,Pieces,,,,,,,,,,130-700-004
5583220000001049050,2025-06-24 09:27:04,2026-01-29 08:54:03,LENTULOSPIRAL #4 25MM,,NGN 13250.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,Pack(s),,540-120-005,,,,,NGN 6119.06,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,3.00,NGN 6119.06,3.00,false,Inventory,true,true,true,120-Lentulo Spirals,540-Rotary Instruments,Pieces,,,,,,,,,,130-700-005
5583220000001049523,2025-06-24 09:27:04,2026-01-29 16:56:32,PAPER POINT SIZE 20,,NGN 24400.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,Pack(s),,260-180-001,,,,,NGN 13142.25,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,8.00,NGN 11870.08,8.00,false,Inventory,true,true,true,180-Paper Points,260-Endodontics,Pieces,,,,,,,,,,180-300-001
5583220000001049996,2025-06-24 09:27:05,2026-01-29 16:56:34,PAPER POINT SIZE 25,,NGN 24400.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,Pack(s),,260-180-002,,,,,NGN 5249.05,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,12.00,NGN 5204.07,9.00,false,Inventory,true,true,true,180-Paper Points,260-Endodontics,Pieces,,,,,,,,,,180-300-002
5583220000001050469,2025-06-24 09:27:05,2026-01-29 16:56:36,PAPER POINT SIZE 30,,NGN 24400.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,Pack(s),,260-180-003,,,,,NGN 14300.00,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,10.00,NGN 10704.13,14.00,false,Inventory,true,true,true,180-Paper Points,260-Endodontics,Pieces,,,,,,,,,,180-300-003
5583220000001050942,2025-06-24 09:27:06,2026-01-29 16:56:38,PAPER POINT SIZE 35,,NGN 24400.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,Pack(s),,260-180-004,,,,,NGN 4709.37,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,4.00,NGN 4709.37,4.00,false,Inventory,true,true,true,180-Paper Points,260-Endodontics,Pieces,,,,,,,,,,180-300-004
5583220000001051415,2025-06-24 09:27:06,2026-01-29 16:56:40,PAPER POINT SIZE 40,,NGN 24400.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,Pack(s),,260-180-005,,,,,NGN 4709.37,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,5.00,NGN 4709.37,5.00,false,Inventory,true,true,true,180-Paper Points,260-Endodontics,Pieces,,,,,,,,,,180-300-005
5583220000001051888,2025-06-24 09:27:06,2026-01-29 08:54:03,PASTE FILLERS RA 25MM #30,,NGN 4300.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,540-130-001,,,,,NGN 758.00,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,5.00,NGN 758.00,5.00,false,Inventory,true,true,true,130-Paste Fillers,540-Rotary Instruments,Pieces,,,,,,,,,,130-600-001
5583220000001052361,2025-06-24 09:27:07,2026-01-29 08:54:03,PASTE FILLERS RA 25MM #35,,NGN 4300.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,540-130-002,,,,,NGN 758.00,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,5.00,NGN 758.00,5.00,false,Inventory,true,true,true,130-Paste Fillers,540-Rotary Instruments,Pieces,,,,,,,,,,130-600-002
5583220000001052834,2025-06-24 09:27:07,2026-01-29 08:54:02,PEESO REAMERS SIZE1- DENTSPLY,,NGN 45120.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,540-140-001,,,,,NGN 37581.88,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,6.00,NGN 37581.89,6.00,false,Inventory,true,true,true,140-Peeso Reamers,540-Rotary Instruments,Pieces,,,,,,,,,,130-800-001
5583220000001053307,2025-06-24 09:27:08,2026-01-29 08:54:02,PEESO REAMERS SIZE2- DENTSPLY,,NGN 45120.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,540-140-002,,,,,NGN 37581.88,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,5.00,NGN 27435.29,5.00,false,Inventory,true,true,true,140-Peeso Reamers,540-Rotary Instruments,Pieces,,,,,,,,,,130-800-002
5583220000001053780,2025-06-24 09:27:08,2026-01-29 08:54:02,PEESO REAMERS SIZE3-DENTSPLY,,NGN 45120.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,540-140-003,,,,,NGN 11178.72,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,5.00,NGN 11178.72,5.00,false,Inventory,true,true,true,140-Peeso Reamers,540-Rotary Instruments,Pieces,,,,,,,,,,130-800-003
5583220000001054253,2025-06-24 09:27:09,2026-01-29 08:54:02,PEESO REAMERS SIZE4 -PD,,NGN 45120.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,540-140-004,,,,,NGN 3138.17,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,3.00,NGN 3138.17,3.00,false,Inventory,true,true,true,140-Peeso Reamers,540-Rotary Instruments,Pieces,,,,,,,,,,130-800-004
5583220000001054726,2025-06-24 09:27:09,2026-01-29 08:54:02,PEESO REAMERS SIZE5 -PD,,NGN 45120.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,540-140-005,,,,,NGN 6061.59,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,6.00,NGN 6061.59,6.00,false,Inventory,true,true,true,140-Peeso Reamers,540-Rotary Instruments,Pieces,,,,,,,,,,130-800-005
5583220000001055199,2025-06-24 09:27:10,2026-01-29 08:52:10,PEESO REAMERS SIZE6 -PD,,NGN 45120.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,540-140-006,,,,,NGN 2727.00,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,4.00,NGN 2727.00,4.00,false,Inventory,true,true,true,140-Peeso Reamers,540-Rotary Instruments,Pieces,,,,,,,,,,130-800-006
5583220000001055672,2025-06-24 09:27:10,2026-01-29 16:55:37,K-FLEX FILES 40-70-25MM,,NGN 1939.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,260-150-035,,,,,NGN 1939.00,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,1.00,NGN 1939.00,1.00,false,Inventory,true,true,true,150-Files & Reamers,260-Endodontics,Pieces,,,,,,,,,,180-130-016
5583220000001056145,2025-06-24 09:27:10,2026-01-29 16:56:43,PAPER POINT SIZE 45-80,,NGN 24400.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,Pack(s),,260-180-006,,,,,NGN 7485.58,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,3.00,NGN 7485.58,3.00,false,Inventory,true,true,true,180-Paper Points,260-Endodontics,Pieces,,,,,,,,,,180-300-006
5583220000001056618,2025-06-24 09:27:11,2026-01-29 16:53:25,Barbed Broaches Size 0 (XXXXF) Purple,"VDW Sterile Barbed Broaches (Nervnadeln). Stainless steel, color-coded, 21mm length. 10/Pack. Size 0 (XXXXF). Purple.",NGN 12900.00,Sales,false,VDW Barbed Broaches,VDW,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,260-110-002,,,,,NGN 3722.31,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,6.00,NGN 3722.31,6.00,false,Inventory,true,true,true,110-Barbed Broaches,260-Endodontics,Pieces,,Published,VDW BARBED BROACHES,Size,XXXX-Fine,Color,Purple,,,180-170-004
5583220000001057091,2025-06-24 09:27:11,2026-01-29 16:53:32,Barbed Broaches Size 3 (XF) Red,"VDW Sterile Barbed Broaches (Nervnadeln). Stainless steel, color-coded, 21mm length. 10/Pack. Size 3 (XF). Red.",NGN 12900.00,Sales,false,VDW Barbed Broaches,VDW,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,260-110-005,,,,,NGN 7122.26,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,4.00,NGN 7122.26,4.00,false,Inventory,true,true,true,110-Barbed Broaches,260-Endodontics,Pieces,,Published,VDW BARBED BROACHES,Size,X-Fine,Color,Red,,,180-170-005
5583220000001057564,2025-06-24 09:27:12,2026-01-29 16:53:34,Barbed Broaches Size 4 (F) Blue,"VDW Sterile Barbed Broaches (Nervnadeln). Stainless steel, color-coded, 21mm length. 10/Pack. Size 4 (F). Blue.",NGN 12900.00,Sales,false,VDW Barbed Broaches,VDW,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,260-110-006,,,,,NGN 7134.74,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,5.00,NGN 7134.74,5.00,false,Inventory,true,true,true,110-Barbed Broaches,260-Endodontics,Pieces,,Published,VDW BARBED BROACHES,Size,Fine,Color,Blue,,,180-170-007
5583220000001058037,2025-06-24 09:27:12,2026-01-29 16:53:37,Barbed Broaches Size 5 (M) Green,"VDW Sterile Barbed Broaches (Nervnadeln). Stainless steel, color-coded, 21mm length. 10/Pack. Size 5 (M). Green.",NGN 12900.00,Sales,false,VDW Barbed Broaches,VDW,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,260-110-007,,,,,NGN 5880.68,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,3.00,NGN 5880.68,3.00,false,Inventory,true,true,true,110-Barbed Broaches,260-Endodontics,Pieces,,Published,VDW BARBED BROACHES,Size,Medium,Color,Green,,,180-170-008
5583220000001058510,2025-06-24 09:27:12,2026-01-29 16:53:40,Barbed Broaches Size 6 (ST) Black,"VDW Sterile Barbed Broaches (Nervnadeln). Stainless steel, color-coded, 21mm length. 10/Pack. Size 6 (ST). Black.",NGN 12900.00,Sales,false,VDW Barbed Broaches,VDW,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,260-110-008,,,,,NGN 4870.97,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,5.00,NGN 4870.97,5.00,false,Inventory,true,true,true,110-Barbed Broaches,260-Endodontics,Pieces,,Published,VDW BARBED BROACHES,Size,Coarse,Color,Black,,,180-170-009
5583220000001058983,2025-06-24 09:27:13,2026-01-29 16:55:57,SPIRO COLORINOX SIZE 035 21MM,,NGN 2590.68,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,260-150-043,,,,,NGN 2590.68,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,4.00,NGN 2590.68,4.00,false,Inventory,true,true,true,150-Files & Reamers,260-Endodontics,Pieces,,,,,,,,,,180-130-017
5583220000001059456,2025-06-24 09:27:13,2026-01-29 16:54:20,GATES GLIDDEN DRILLS NO.4,EGU848 : Gates Glidden Drills No. 4,NGN 12000.00,Sales,false,UnoDent,UNODENT,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,Pack(s),,260-150-006,,,,,NGN 3540.74,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,4.00,NGN 3566.31,3.00,false,Inventory,true,true,true,150-Files & Reamers,260-Endodontics,Pieces,https://www.ddgroup.com/endodontics/burs/egu848--gates-glidden-drills-no.-4/,Queue for Upload,,,,,,,,250-400-010
5583220000001059929,2025-06-24 09:27:14,2026-01-29 16:54:24,GATES GLIDDEN DRILLS NO.5,"At DD our endodontic range has been carefully curated with products chosen by dental professionals. Shop a wide range of endodontic burs from brands such as Dentsply, Prima, Meisinger and Unodent online now.",NGN 12000.00,Sales,false,UnoDent,UNODENT,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,Pack(s),,260-150-008,,,,,NGN 3644.04,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,2.00,NGN 3643.04,1.00,false,Inventory,true,true,true,150-Files & Reamers,260-Endodontics,Pieces,https://www.ddgroup.com/endodontics/burs/egu849--gates-glidden-drills-no.-5/,Queue for Upload,,,,,,,,250-400-011
5583220000001060402,2025-06-24 09:27:14,2026-01-29 09:04:32,ENDO - Z CARBIDE BUR (5PK),,NGN 45000.00,Sales,false,,,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,Pack(s),,160-120-019,,,,,NGN 28700.46,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,7.00,NGN 28700.46,7.00,false,Inventory,true,true,true,120-Carbide Burs,160-Burs,Pieces,,,,,,,,,,130-200-009
5583220000001060875,2025-06-24 09:27:15,2026-01-29 17:11:09,RULER ENDODONTIC (6170),,NGN 5148.22,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,340-140-002,,,,,NGN 5148.22,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,6.00,NGN 5148.22,6.00,false,Inventory,true,true,true,140-Laboratory Instruments,340-Instruments,Pieces,,,,,,,,,,130-400-001
5583220000001061348,2025-06-24 09:27:15,2026-01-29 16:56:06,GUTTA PERCHA POINTS COLOR 15,,NGN 67100.00,Sales,false,Coltene,COLTENE,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,Pack(s),,260-160-004,,,,,NGN 36798.99,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,13.00,NGN 31454.09,6.00,false,Inventory,true,true,true,160-Gutta-Percha Points,260-Endodontics,Pieces,,,,,,,,,,180-200-001
5583220000001061821,2025-06-24 09:27:16,2026-01-29 16:56:09,GUTTA PERCHA POINTS COLOR 20,,NGN 67100.00,Sales,false,,,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,Pack(s),Pieces,260-160-005,,,,,NGN 49650.08,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,12.00,NGN 32052.46,10.00,false,Inventory,true,true,true,160-Gutta-Percha Points,260-Endodontics,Pieces,,,,,,,,,,180-200-002
5583220000001062294,2025-06-24 09:27:16,2026-01-29 16:56:11,GUTTA PERCHA POINTS COLOR 25,,NGN 67100.00,Sales,false,,,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,Pack(s),Pieces,260-160-006,,,,,NGN 49650.08,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,11.00,NGN 31955.95,11.00,false,Inventory,true,true,true,160-Gutta-Percha Points,260-Endodontics,Pieces,,,,,,,,,,180-200-003
5583220000001062767,2025-06-24 09:27:17,2026-01-29 16:56:04,GUTTA PERCHA POINT COLOR 45-80,,NGN 67100.00,Sales,false,Coltene,COLTENE,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,Pack(s),,260-160-003,,,,,NGN 33619.46,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,2.00,NGN 33619.46,2.00,false,Inventory,true,true,true,160-Gutta-Percha Points,260-Endodontics,Pieces,,,,,,,,,,180-200-004
5583220000001063240,2025-06-24 09:27:17,2026-01-29 16:55:59,GUTTA PERCHA POINT COLOR 30,,NGN 67100.00,Sales,false,Coltene,COLTENE,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,Pack(s),,260-160-001,,,,,NGN 49650.08,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,14.00,NGN 28415.37,15.00,false,Inventory,true,true,true,160-Gutta-Percha Points,260-Endodontics,Pieces,,,,,,,,,,180-200-005
5583220000001063713,2025-06-24 09:27:18,2026-01-29 16:56:02,GUTTA PERCHA POINT COLOR 40,,NGN 67100.00,Sales,false,Coltene,COLTENE,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,Pack(s),,260-160-002,,,,,NGN 36798.99,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,2.00,NGN 24273.66,3.00,false,Inventory,true,true,true,160-Gutta-Percha Points,260-Endodontics,Pieces,,,,,,,,,,180-200-006
5583220000001064186,2025-06-24 09:27:18,2026-01-29 16:56:13,GUTTA PERCHA POINTS COLOR 35,,NGN 67100.00,Sales,false,Coltene,COLTENE,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,Pack(s),,260-160-007,,,,,NGN 33608.23,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,5.00,NGN 33608.23,0.00,false,Inventory,true,true,true,160-Gutta-Percha Points,260-Endodontics,Pieces,,,,,,,,,,180-200-007
5583220000001064659,2025-06-24 09:27:18,2026-01-29 16:54:51,HYFLEX  X-FILES #20,,NGN 15400.00,Sales,false,,,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,260-150-014,,,,,NGN 7640.18,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,4.00,NGN 7640.18,3.00,false,Inventory,true,true,true,150-Files & Reamers,260-Endodontics,Pieces,,,,,,,,,,180-130-018
5583220000001065132,2025-06-24 09:27:19,2026-01-29 16:54:57,HYFLEX  X-FILES #25,,NGN 15400.00,Sales,false,,,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,260-150-017,,,,,NGN 5670.34,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,2.00,NGN 5670.34,1.00,false,Inventory,true,true,true,150-Files & Reamers,260-Endodontics,Pieces,,,,,,,,,,180-130-019
5583220000001065607,2025-06-24 09:27:19,2026-01-29 16:55:04,HYFLEX  X-FILES #30,,NGN 15400.00,Sales,false,,,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,260-150-020,,,,,NGN 8011.24,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,3.00,NGN 8011.24,2.00,false,Inventory,true,true,true,150-Files & Reamers,260-Endodontics,Pieces,,,,,,,,,,180-130-020
5583220000001066080,2025-06-24 09:27:20,2026-01-29 16:55:09,HYFLEX  X-FILES #35,,NGN 15400.00,Sales,false,,,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,260-150-022,,,,,NGN 8011.24,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,3.00,NGN 8011.24,3.00,false,Inventory,true,true,true,150-Files & Reamers,260-Endodontics,Pieces,,,,,,,,,,180-130-021
5583220000001066553,2025-06-24 09:27:20,2026-01-29 16:55:13,HYFLEX  X-FILES #40,,NGN 15400.00,Sales,false,,,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,260-150-024,,,,,NGN 8011.24,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,3.00,NGN 8011.24,3.00,false,Inventory,true,true,true,150-Files & Reamers,260-Endodontics,Pieces,,,,,,,,,,180-130-022
5583220000001067026,2025-06-24 09:27:20,2026-01-29 16:54:44,HYFL. X FILE 25MM SIZE 25,,NGN 7598.604,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,260-150-011,,,,,NGN 7598.60,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,10.00,NGN 7598.60,10.00,false,Inventory,true,true,true,150-Files & Reamers,260-Endodontics,Pieces,,,,,,,,,,190-500-008
5583220000001067499,2025-06-24 09:27:21,2026-01-29 16:55:02,K-FILE READYSTEEL 25MM 006,,NGN 28750.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,260-150-019,,,,,NGN 12217.73,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,30.00,NGN 11876.06,27.00,false,Inventory,true,true,true,150-Files & Reamers,260-Endodontics,Pieces,,,,,,,,,,180-130-023
5583220000001067972,2025-06-24 09:27:21,2026-01-29 16:55:11,K-FILE READYSTEEL 25MM 010,,NGN 28750.00,Sales,false,,,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,260-150-023,,,,,NGN 22369.36,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,16.00,NGN 15535.78,13.00,false,Inventory,true,true,true,150-Files & Reamers,260-Endodontics,Pieces,,,,,,,,,,180-130-024
5583220000001068445,2025-06-24 09:27:22,2026-01-29 16:55:07,K-FILE READYSTEEL 25MM 008,,NGN 28750.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,260-150-021,,,,,NGN 7092.71,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,39.00,NGN 10329.03,33.00,false,Inventory,true,true,true,150-Files & Reamers,260-Endodontics,Pieces,,,,,,,,,,180-130-025
5583220000001068918,2025-06-24 09:27:22,2026-01-29 16:55:15,K-FILE READYSTEEL 25MM 015,,NGN 28750.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,260-150-025,,,,,NGN 6613.37,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,36.00,NGN 13378.00,35.00,false,Inventory,true,true,true,150-Files & Reamers,260-Endodontics,Pieces,,,,,,,,,,180-130-026
5583220000001069391,2025-06-24 09:27:22,2026-01-29 16:55:18,K-FILE READYSTEEL 25MM 020,,NGN 28750.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,260-150-026,,,,,NGN 4665.30,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,23.00,NGN 5592.32,23.00,false,Inventory,true,true,true,150-Files & Reamers,260-Endodontics,Pieces,,,,,,,,,,180-130-027
5583220000001069864,2025-06-24 09:27:23,2026-01-29 16:55:23,K-FILE READYSTEEL 25MM 030,,NGN 28750.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,260-150-028,,,,,NGN 4849.37,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,18.00,NGN 6319.37,17.00,false,Inventory,true,true,true,150-Files & Reamers,260-Endodontics,Pieces,,,,,,,,,,180-130-028
5583220000001070337,2025-06-24 09:27:23,2026-01-29 16:55:25,K-FILE READYSTEEL 25MM 035,,NGN 28750.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,260-150-029,,,,,NGN 6613.37,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,9.00,NGN 6613.37,6.00,false,Inventory,true,true,true,150-Files & Reamers,260-Endodontics,Pieces,,,,,,,,,,180-130-029
5583220000001070810,2025-06-24 09:27:24,2026-01-29 16:55:33,K-FILE READYSTEEL 31MM 15-40,,NGN 28750.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,260-150-033,,,,,NGN 17344.30,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,5.00,NGN 17344.30,2.00,false,Inventory,true,true,true,150-Files & Reamers,260-Endodontics,Pieces,,,,,,,,,,180-130-030
5583220000001071283,2025-06-24 09:27:24,2026-01-29 16:55:35,K-FILE READYSTEEL 31MM 45-80,,NGN 28750.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,260-150-034,,,,,NGN 21422.06,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,5.00,NGN 14853.44,4.00,false,Inventory,true,true,true,150-Files & Reamers,260-Endodontics,Pieces,,,,,,,,,,180-130-031
5583220000001071756,2025-06-24 09:27:24,2026-01-29 16:55:20,K-FILE READYSTEEL 25MM 025,,NGN 28750.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,260-150-027,,,,,NGN 4849.38,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,21.00,NGN 6478.10,18.00,false,Inventory,true,true,true,150-Files & Reamers,260-Endodontics,Pieces,,,,,,,,,,180-130-032
5583220000001072229,2025-06-24 09:27:25,2026-01-29 16:55:29,K-FILE READYSTEEL 25MM 40,,NGN 28750.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,260-150-031,,,,,NGN 5668.90,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,12.00,NGN 5668.90,12.00,false,Inventory,true,true,true,150-Files & Reamers,260-Endodontics,Pieces,,,,,,,,,,180-130-033
5583220000001072702,2025-06-24 09:27:25,2026-01-29 16:54:49,K-FILE READYSTEEL 21MM 15-40,,NGN 28750.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,260-150-013,,,,,NGN 20844.62,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,4.00,NGN 6172.37,6.00,false,Inventory,true,true,true,150-Files & Reamers,260-Endodontics,Pieces,,,,,,,,,,180-130-034
