sku,shopify_collection,enriched_title,variant_1_name,variant_1_value,variant_2_name,variant_2_value,enrichment_comments
380-160-025,,SULTAN MIXING TIPS - PINK,,,,,[INFERRED]
280-120-011,,HP SLEEVES UNIVERSAL,,,,,[INFERRED]
340-110-050,,COLOUR CODED RINGS BLUE (S) H/S,,,,,[INFERRED]
340-190-001,,COMPREHENSIVE SURGICAL KIT,,,,,[INFERRED]
480-110-012,,TEPE COMPLETE KIT,,,,,[INFERRED]
220-110-001,,TEPE MODEL,,,,,[INFERRED]
280-170-004,,X-RAY ILLUMINATOR,,,,,[INFERRED]
100-150-007,,BARREL CAP TWO PART 30D,,,,,[INFERRED]
380-110-035,,ZIRC SLIDE TRAY DIVIDED,,,,,[INFERRED]
520-160-030,,COMPOSITE SHADE LABEL (2PK),,,,,[INFERRED]
280-110-067,,SYRINGE CLIP ON HOLDER (ZIRC),,,,,[INFERRED]
160-120-003,,BUR SJT 029,,,,,[MATCH]
160-110-007,,BUR NO HP1/2,,,,,[MATCH]
480-110-027,,TEPE STAND LID STAND,,,,,[INFERRED]
480-140-006,,PROPHY CUP LATEX FREE RA STEEL,,,,,[INFERRED]
100-140-005,,SEPTOJECT NEEDLES 30GAS (100),,,,,[INFERRED]
520-140-001,,CLEARFIL F2 PASTE ONLY KIT,,,,,[INFERRED]
200-190-013,,UNODENT BIB HOLDER- LATEX-FREE DISP-BIBS-56,,,,,[INFERRED]
200-190-014,,UNODENT BIB HOLDER- LATEX-FREE DISP-BIBS-57,,,,,[INFERRED]
200-190-012,,UNODENT BIB HOLDER- LATEX-FREE DISP-BIBS-55,,,,,[INFERRED]
160-130-002,,DIAMOND BURS FG 557-UNODENT,,,,,[MATCH]
120-130-003,,WOMEN SLIP ON CLOGS BLACK SIZE 12,,,,,[INFERRED]
120-130-002,,WOMEN SLIP ON CLOGS BLACK SIZE 9,,,,,[INFERRED]
120-130-001,,WOMEN SLIP ON CLOGS BLACK SIZE 8,,,,,[INFERRED]
380-110-008,,ASSORTMENT PRESIDENT TRAYS 87,,,,,[INFERRED]
380-110-005,,ASSORTMENT PRESIDENT TRAYS (10PK) (C6910),,,,,[INFERRED]
340-170-012,,PROBE GLICKMAN 26-G 546/6,,,,,[INFERRED]
340-170-002,,PROBE CP 10 PT 548/6PT,,,,,[INFERRED]
340-190-073,,ROOT ELEVATOR WARWICK-JAMES STRAIGHT 2.2MM (i796/1),,,,,[INFERRED]
340-190-072,,ROOT ELEVATOR WARWICK-JAMES RIGHT 2.2MM (796/3),,,,,[INFERRED]
340-190-061,,ROOT ELEVATOR LONDON HOSPITAL 975,,,,,[INFERRED]
340-190-062,,ROOT ELEVATOR LONDON HOSPITAL 976,,,,,[INFERRED]
340-190-063,,ROOT ELEVATOR LONDON HOSPITAL 977,,,,,[INFERRED]
380-110-003,,DENTURE BAGS (1000 ROLL),,,,,[INFERRED]
520-140-006,,NICOR - 500GM,,,,,[INFERRED]
480-110-014,,TEPE INTERDENTAL BRUSHES (0.6MM)- BLUE (SINGLE PACK),,,,,[INFERRED]
480-110-015,,TEPE INTERDENTAL BRUSHES (0.7MM)- yellow (SINGLE PACK),,,,,[INFERRED]
480-110-016,,TEPE INTERDENTAL BRUSHES (0.8MM)- GREEN (SINGLE PACK),,,,,[INFERRED]
480-110-013,,TEPE INTERDENTAL BRUSHES (0.45MM)- ORANGE (SINGLE PACK),,,,,[INFERRED]
120-120-008,,DICKIES JR.EDS SIGN TOP-M WINE,,,,,[INFERRED]
280-150-006,,TCH INSTR PNL PWR SUPP EL SYS (97521830),,,,,[INFERRED]
280-110-005,,1LT. TANK GR. OCHRE STRIPE (91120348),,,,,[INFERRED]
280-110-007,,BY-PASS EL. V. GR + N.R.VALVE,,,,,[INFERRED]
280-110-019,,CUP FOUNTAIN JOINT,,,,,[INFERRED]
280-140-012,,H5/P3 VACUUM PUMP ASSEMBLY,,,,,[INFERRED]
280-110-049,,PRE-CHAMB BASIN CUP SV UNIT,,,,,[INFERRED]
280-120-006,,CASTELLINI IMPLNTR LED PACK,,,,,[INFERRED]
280-110-071,,WATER CUSPIDOR CAP,,,,,[INFERRED]
280-110-023,,EL.SYST.CAN-BUS L=600 MM,,,,,[INFERRED]
320-170-003,,UNIVERSAL ABUTMENT UA5 SP 0 DEGREES- 3.0MM POST,,,,,[INFERRED]
320-140-033,,PERM ABUT (2.5MM) 4.0 X 6.5MM 0° WELL,,,,,[INFERRED]
200-140-002,,REP. INTRA-ORAL TIPD WHITE (100PK),,,,,[INFERRED]
460-120-003,,GALCIPRO  TN,,,,,[INFERRED]
260-180-009,,ROEKO GELATAMP BLISTER PACK (20/PK),,,,,[INFERRED]
520-160-008,,BRILL.FLOW A3/D3 2.3G,,,,,[INFERRED]
380-110-015,,ISOLATE SEPARATING EMULSION (COLD MOULD SEAL) (5LTRS),,,,,[INFERRED]
520-150-001,,COPAL-F CAVITY VARNISH WITH FLUORIDE,,,,,[INFERRED]
280-110-036,,INTERNAL SUPPLY CABLE (97521377),,,,,[INFERRED]
280-110-010,,AC+DC CHAIR BOAD 2023 (97662836),,,,,[INFERRED]
280-110-006,,2017 INT. ZEN-X GR. (95510189),,,,,[INFERRED]
280-110-018,,DISTILLED WATER TANK (97461268) - (Castellini parts),,,,,[INFERRED]
280-110-003,,1LT TANK FLANGE GROUP (91109397),,,,,[INFERRED]
280-110-034,,INTERNAL CAN BUS CABLE (97521378),,,,,[INFERRED]
280-110-039,,LAMP POTENT. EL. SYSTEM (97522186),,,,,[INFERRED]
280-110-062,,"SOLENOID VALVE 3/2 NC D1, 1 (97720234)",,,,,[INFERRED]
280-110-068,,TANK JUNCTION GR. WITH PROBE (91105859,,,,,[INFERRED]
280-110-063,,STRAIGHT TUBES GR.D.11 X 2.3M,,,,,[INFERRED]
280-110-053,,SECT. TUB. SCALER L1400 (91106309),,,,,[INFERRED]
280-140-001,,(cattani) ASPIJET 6 MOBILE SUCTION,,,,,[INFERRED]
280-140-002,,CENTRIFUGAL SEPARAT. T-JET 1/2 + BOX 230V (025240),,,,,[INFERRED]
280-140-017,,"TURBO-JET  ""1"" MOD",,,,,[INFERRED]
520-150-005,,IRM,,,,,[INFERRED]
380-160-023,,MIXING TIPS - TEAL (DENTSPLY) (48/PACK),,,,,[INFERRED]
380-180-003,,(PEARSON) BROWNIE PTs. SHP-PC2 (#0272),,,,,[INFERRED]
520-190-002,,(PELLA) CROWN FORM REFILL #11,,,,,[INFERRED]
520-190-004,,(PELLA) CROWN FORM REFILL #111,,,,,[INFERRED]
520-190-006,,(PELLA) CROWN FORM REFILL #161,,,,,[INFERRED]
520-190-008,,(PELLA) CROWN FORM REFILL #22,,,,,[INFERRED]
200-190-006,,PLASDENT BIBS 2-PLY BLUE,,,,,[INFERRED]
200-190-008,,PLASDENT BIBS 2-PLY LAVENDER,,,,,[INFERRED]
200-190-009,,PLASDENT BIBS 2-PLY PEACH,,,,,[INFERRED]
160-130-001,,BURS-TWO STRIPER SHORT-CUT DIAMOND 285.5C S (PEARSON),,,,,[MATCH]
160-120-007,,CARBIDE BUR FINE CUT 47XF,,,,,[MATCH]
520-210-003,,CAVIT WHITE,,,,,[INFERRED]
520-170-003,,DIAMOND STRIPS 3.75MM WIDTH STD (10),,,,,[INFERRED]
340-110-001,,DIASHINE BRISTLE BRUSH HP SHANK,,,,,[INFERRED]
520-130-001,,DISP. BITE REGISTRATION TRAYS FULL ARCH (30),,,,,[INFERRED]
520-220-001,,EFFERDENT ORIGINAL CLEANSER TABS (102PK),,,,,[INFERRED]
420-110-009,,NICTONE ORTHO POWDER  #14 FLORESCENT PINK (7oz),,,,,[INFERRED]
520-160-018,,OMNICHROMA BLOCKER SYRINGE 4G,,,,,[INFERRED]
520-160-019,,OMNICHROMA SYRINGE 4G,,,,,[INFERRED]
480-150-047,,ORAL-B STAGES 3 SPIDERMAN (MARVEL),,,,,[INFERRED]
480-130-005,,PERIDEX RINSE 0.12% - 64oz,,,,,[INFERRED]
500-110-007,,RAPID ACCESS FIXER AND DEVELOPER (500ML),,,,,[INFERRED]
580-130-002,,"SHIELD POUCH 10.5"" X 17""",,,,,[INFERRED]
380-120-002,,SNAP POWDER SHADE #59,,,,,[INFERRED]
520-160-022,,TOUGH ACRYLC. VNEERS+COMPOSITE TOOL KIT,,,,,[INFERRED]
520-160-027,,VIVID COLOR CORE ADV. SYRINGE KIT (10G),,,,,[INFERRED]
480-140-009,,VIVID PROKLEEN MEDIUM BUBBLE GUM PROPHY PASTE (200PK),,,,,[INFERRED]
520-210-006,,Vivid QwikTemp C & B W/Tips (50ml) A2,,,,,[INFERRED]
520-210-007,,Vivid QwikTemp C & B W/Tips (50ml) A3,,,,,[INFERRED]
580-130-011,,VIVID SAFE POUCH BLUE 2 1/4 X 4 (200PK),,,,,[INFERRED]
480-150-056,,VIVID TONGKLEEN BRUSH,,,,,[INFERRED]
520-140-005,,VIVID TRU ETCH 40% JUMBO SYRINGE (60GM) + TIPS,,,,,[INFERRED]
480-110-025,,VIVID X-WAVE FLOSSER BLACK 165ML,,,,,[INFERRED]
520-190-035,,WIZARD WEDGES 100 Wedges,,,,,[INFERRED]
200-170-001,,BEESURE LATEX POWDER FREE GLOVES LARGE (100PK),,,,,[INFERRED]
200-170-002,,BEESURE LATEX POWDER FREE GLOVES MEDIUM (100PK),,,,,[INFERRED]
160-150-008,,BURS-TWO STRIPER  799.11VF (PEARSON),,,,,[MATCH]
260-170-001,,CANAL LUBRICANT (ROYDENT),,,,,[INFERRED]
520-200-005,,FILPOST 1.3MM X 17.5MM -RED (PEARSON),,,,,[INFERRED]
420-110-023,,FIXODENT + SCOPE ADHESIVE (2oz),,,,,[INFERRED]
420-110-024,,FIXODENT ORIGINAL ADHESIVE CREAM (1.4oz),,,,,[INFERRED]
200-170-011,,GRIP TOUCH LATEX POWDER FREE X-SMALL (100PK),,,,,[INFERRED]
480-150-034,,GUM BARBIE MANUAL TOOTHBRUSH,,,,,[INFERRED]
480-150-035,,GUM BARBIE POWERED TOOTHBRUSH,,,,,[INFERRED]
480-150-007,,ORAL B PRECISION STYLE TOOTHBRUSH HEAD (4PK),,,,,[INFERRED]
480-150-061,,"ORAL-B KIDS 3+ TOOTHBRUSH ""FROZEN""",,,,,[INFERRED]
480-150-059,,"ORAL-B KIDS 3+ TOOTHBRUSH ""MARVEL""",,,,,[INFERRED]
480-150-060,,"ORAL-B KIDS 3+ TOOTHBRUSH ""PIXAR""",,,,,[INFERRED]
480-150-045,,ORAL-B KIDS STAGES 1 DISNEY POOH TOOTHBRUSH,,,,,[INFERRED]
480-150-046,,ORAL-B KIDS STAGES 4 'FOR ME' TOOTHBRUSH,,,,,[INFERRED]
200-200-015,,PLASTIC CUPS BLUE (N'SURE),,,,,[INFERRED]
580-130-001,,"PQ POUCHES 12"" X 15"" (100PK) (PEARSON)",,,,,[INFERRED]
420-120-001,,REMANIUM ROUND WIRE SPOOL 30M HARD,,,,,[INFERRED]
200-140-011,,SALIVA EJECTOR WHITE WITH WHITE TIPS (100),,,,,[INFERRED]
200-140-003,,SALIVA TIP CLEAR ASSORTED TIP (100PK),,,,,[INFERRED]
100-130-003,,"SEPTOCAINE WITH EPINEPHRINE 1:200,000 2.2ML",,,,,[INFERRED]
600-150-001,,SURGICAL BLADE #15 STERILE C/S (100PK),,,,,[INFERRED]
600-150-002,,SURGICAL BLADE #15C C/S STERILE (100PK),,,,,[INFERRED]
200-200-014,,"TCD TRAY COVER BTC ""8-1/4 X 12"" PINK (1000)",,,,,[INFERRED]
480-120-010,,TOPICAL GEL GRAPE (PEARSON),,,,,[INFERRED]
200-170-021,,VIVID GRIP TOUCH LATEX POWDER FREE GLOVES LARGE (100PK),,,,,[INFERRED]
200-170-022,,VIVID GRIP TOUCH LATEX POWDER FREE GLOVES MEDIUM (100PK),,,,,[INFERRED]
200-170-023,,VIVID GRIP TOUCH LATEX POWDER FREE GLOVES SMALL (100PK),,,,,[INFERRED]
100-150-006,,VIVID IRRIGATING SYRINGE 3CC W/27G YELLOW (100PK),,,,,[INFERRED]
200-140-008,,VIVID MICROFOAM TIP FINE/PINK (100PK),,,,,[INFERRED]
200-170-024,,VIVID NOVOTOUCH POWDER FREE LATEX LARGE (100PK),,,,,[INFERRED]
200-170-025,,VIVID NOVOTOUCH POWDER FREE LATEX MEDIUM (100PK),,,,,[INFERRED]
480-140-007,,VIVID PROBRUSH SCREW ON FLAT (100PK),,,,,[INFERRED]
580-130-012,,VIVID SANIPOUCH CLEAR 2 1/4 X 4 (200),,,,,[INFERRED]
200-200-025,,VIVID SANITRAY DIVIDED (7 X 11) DISPOSABLE TRAYS (50PK),,,,,[INFERRED]
200-140-010,,VIVID YELLOW INTRAORAL TIPS (100PK),,,,,[INFERRED]
280-110-012,,AIR GR. (ADAPT + EV+ FLITER) (91104755),,,,,[INFERRED]
280-110-031,,GR. MONITOR 19,,,,,[INFERRED]
480-110-001,,CORDLESS FREEDOM WATER FLOSSER,,,,,[INFERRED]
480-150-006,,GENERIC ORAL-B PRECISION CLEAN TB HEAD (4PK),,,,,[INFERRED]
420-110-022,,POLIGRIP SUPER ZINC (2.4oz),,,,,[INFERRED]
200-110-021,,STICKY WRAP BLUE 4 X 6 W/STAND (VIVID),,,,,[INFERRED]
480-140-004,,TRACE DISCLOSING TABLETS (250),,,,,[INFERRED]
480-110-026,,WATERPIK CORDLESS ADV. FLOSS WHITE,,,,,[INFERRED]
600-110-001,,ALVEOGYL,,,,,[INFERRED]
480-150-003,,COLGATE TOOTHBRUSH TRIPLE ACTION MEDIUM,,,,,[INFERRED]
380-160-012,,SPRINTRAY-ONX-TOUGH 2-A2-500G(SRI-0202124),,,,,[INFERRED]
520-210-001,,CAVIT NORMAL TUBE PACKS (10/PK),,,,,[INFERRED]
460-120-001,,DENTOMYCIN 2% W/W PERIODONTAL GEL (0.5G),,,,,[INFERRED]
520-150-002,,DYCAL IVORY REFILL PACK,,,,,[INFERRED]
600-120-001,,HEMOCOLLAGENE HAEMOSTATIC SPONGES,,,,,[INFERRED]
580-120-001,,AUTOCLAVE C-17,,,,,[INFERRED]
280-140-010,,BAMBI PUMP COIL (BPVT150),,,,,[INFERRED]
380-190-001,,BEAUTY PINK WAX MEDIUM 0.45KG (1LB),,,,,[INFERRED]
380-150-001,,Dental POP 25KG,,,,,[INFERRED]
140-120-004,,BIO-GIDE (25 x 25mm),,,,,[INFERRED]
260-200-002,,HYSOLATE LATEX DENTAL DAM GREEN MEDIUM 127 X 127 (52PK),,,,,[INFERRED]
260-180-010,,ROEKO PAPER POINT TOP COLOR ISO 20 (200PK),,,,,[INFERRED]
260-180-011,,ROEKO PAPER POINT TOP COLOR ISO 30 (200PK),,,,,[INFERRED]
380-120-019,,LC-PRIMER (10ML),,,,,[INFERRED]
200-230-001,,CLINELL UNIV. SANITIZING WIPES,,,,,[INFERRED]
380-150-002,,Dental Stone 25KG,,,,,[INFERRED]
360-130-002,,CUP JUNIOR SCREW NYLON BRUSH (50PK) (STODDARD),,,,,[INFERRED]
200-200-004,,DISPOSABLE LARGE TRAY (28 X 18.3 X 1.7CM) (50PK),,,,,[INFERRED]
420-110-019,,RETAINER BRITE,,,,,[INFERRED]
480-150-058,,TEPE TONGUE CLEANER,,,,,[INFERRED]
480-150-014,,ORAL-B IO SPECIALISED CLEAN TOOTHBRUSH HEADS (2 PACK),,,,,[INFERRED]
480-150-044,,ORAL-B KIDS ELECTRIC TOOTHBRUSH SPIDERMAN- VITALITY PRO,,,,,[INFERRED]
480-150-021,,ORAL-B PRO 3 - 3000 - CROSS ACTION BLACK ELECTRIC TOOTHBRUSH,,,,,[INFERRED]
480-150-022,,ORAL-B PRO 3 - 3000 - WHITE ELECTRIC TOOTHBRUSH WITH BONUS CASE,,,,,[INFERRED]
480-150-023,,ORAL-B PRO 3 - 3500 - BLACK ELECTRIC TOOTHBRUSH WITH BONUS CASE,,,,,[INFERRED]
480-110-011,,ORAL-B PRO EXPERT DEEP CLEAN FLOSSING TAPE 50M WHITE,,,,,[INFERRED]
480-130-004,,ORAL-B PRO-EXPERT PROFESSIONAL PROTECTION MOUTHWASH 500ML,,,,,[INFERRED]
420-110-021,,POLIGRIP ORIGINAL CREAM 2.4oz,,,,,[INFERRED]
280-110-050,,"PRESSURE REGULATOR ""C""",,,,,[INFERRED]
200-170-014,,SUPERGRIP LATEX POWDER FREE EXAM GLOVES MEDIUM,,,,,[INFERRED]
200-170-017,,UNIGLOVES KOOLTOUCH MEDICAL NITRILE P/FREE BLUE GLOVES LARGE (LATEX FREE),,,,,[INFERRED]
480-110-024,,TEPE MINI FLOSSER (36/PK),,,,,[INFERRED]
520-160-021,,TOOTHFAIRY BPA-FREE PIT & FISSURE SEALANT,,,,,[INFERRED]
280-110-070,,"UNI JET 75 230V-50 D.30 PLAST. FAN, W/O BASE, WITH LONG TUBE (VACUUM MOTOR SPARE PART)",,,,,[INFERRED]
200-170-018,,UNIGLOVES KOOLTOUCH MEDICAL NITRILE P/FREE BLUE GLOVES MEDIUM (LATEX FREE),,,,,[INFERRED]
200-230-002,,CLEANCIDE WIPES (80/PK),,,,,[INFERRED]
480-150-004,,COLGATE TOOTHBRUSH ULTRASOFT,,,,,[INFERRED]
560-120-017,,REPAIR OF WATER DISTILLER,,,,,[INFERRED]
280-150-008,,USB PC CABLE-CEFLA 1.8 MT,,,,,[INFERRED]
280-120-022,,TURBINE MODULE GROUP,,,,,[INFERRED]
560-120-011,,REPAIR CHARGE- MOTOR FOR AE-225-30 (260-028-425),,,,,[INFERRED]
560-130-007,,DELIVERY FEES,,,,,[INFERRED]
560-120-002,,CALL-OUT FEES,,,,,[INFERRED]
560-130-011,,PURCHASE OF SWITCH FOR THE AUTOCLAVE,,,,,[INFERRED]
560-120-022,,SWAPPING OF FOOT PEDAL,,,,,[INFERRED]
560-120-019,,REPAIR OF WATER LEAKAGE IN SURGERY 3'S CHAIR CONSOLE,,,,,[INFERRED]
560-120-005,,FIXING OF AUTOCLAVE FAULTY POWER SWITCH,,,,,[INFERRED]
560-120-008,,FIXING OF SURGERY 1 DENTAL UNIT COLSOLE PNEUMATIC SYSTEM LEAKAGE,,,,,[INFERRED]
560-120-009,,GENERAL SERVICING OF DENTAL UNIT,,,,,[INFERRED]
620-110-002,,INTRODUCTION TO IMPLANTOLOGY WITH HANDS-ON TRAINING- PHYSICAL (VAT INCLUSIVE),,,,,[INFERRED]
620-110-001,,INTRODUCTION TO IMPLANTOLOGY TRAINING- ONLINE (VAT INCLUSIVE),,,,,[INFERRED]
560-120-003,,CLEARING OF ANTHOS AUTOCLAVE DISPLAY ERROR & SERVICING OF PNEUMATIC SYSTEM,,,,,[INFERRED]
560-120-007,,FIXING OF DAMAGED DENTIST CHAIR,,,,,[INFERRED]
560-120-004,,"COST OF SHIPPING FAULTY IMPLANTOR CABLE VIA FEDEX TO Bicon, USA",,,,,[INFERRED]
560-120-016,,REPAIR OF TWO FAST HAND PIECES,,,,,[INFERRED]
560-120-006,,FIXING OF COMPRESSOR,,,,,[INFERRED]
560-120-018,,SPARE PART FOR THEREPAIR OF WATER DISTILLER,,,,,[INFERRED]
560-130-004,,LABOR,,,,,[INFERRED]
560-120-010,,REPAIR CHARGE FOR MOTOR FOR AE-225-30,,,,,[INFERRED]
560-110-001,,"IMPLANT PROCEDURE D112: A DOCTOR, TWO IMPLANTS, TWO PERMANENT ABUTMENTS, TWO CROWNS & LOANING OF AN IMPLANT KIT",,,,,[INFERRED]
560-120-013,,REPAIR OF FAULTY HANDPIECE,,,,,[INFERRED]
560-120-023,,RETURN OF TWO FAULTY ZEN-X GROUPS TO CEFLA IN ITALY,,,,,[INFERRED]
560-130-008,,MIGRATION OF INVENTORY FROM DEAR SYSTEMS TO ZOHO ACCOUNTS,,,,,[INFERRED]
560-130-003,,COMPLETE MIGRATION OF DATA FROM DEAR INVENTORY TO ZOHO INVENTORY,,,,,[INFERRED]
560-130-013,,RENEWAL OF SERVICE CONTRACT AGREEMENT FOR 45KVA GENERATOR,,,,,[INFERRED]
280-110-017,,CENTRALIZED EV COMPLETE GR.,,,,,[INFERRED]
280-110-028,,EV 2 DISTRIBUTOR SMALL BLOCK,,,,,[INFERRED]
280-150-007,,TINY HYDRIC BOARD 2013,,,,,[INFERRED]
280-110-022,,DOCTOR PANEL CONSOLE,,,,,[INFERRED]
560-130-010,,PURCHASE OF ADHESIVE BALL JOINT ATTACHMENT,,,,,[INFERRED]
560-130-009,,PURCHASE OF ADDITIONAL 35MM LENS UHD,,,,,[INFERRED]
560-130-005,,CUSTOM AND CLEARING CHARGES,,,,,[INFERRED]
320-170-002,,UNIVERSAL ABUTMENT UA4 SP 15 DEGREES- 2.5MM TALL POST,,,,,[INFERRED]
320-170-001,,UNIVERSAL ABUTMENT UA4 SP 0 DEGREES- 2.5MM TALL POST,,,,,[INFERRED]
300-130-002,,"SUPPORT DESIGN STOOL, STANDARD VINYL, HIGH SEAT(60-86cm) COLOUR: DEEP SEA(17-48)",,,,,[INFERRED]
280-110-024,,ELECTRODE ASSORTED SET (7) BLUE,,,,,[INFERRED]
100-130-001,,CARBOCAINE 3% PLAIN MEPIVACAINE (50/PK),,,,,[INFERRED]
520-170-011,,"MUSLIN BUFF WHITE 4"" X 50 PLY",,,,,[INFERRED]
520-170-013,,"MUSLIN BUFF WHITE 6"" X 50 PLY",,,,,[INFERRED]
200-200-024,,VIVID MONOTRAY DISP. TRAYS WHITE (100/PK),,,,,[INFERRED]
480-140-008,,PROPHY MATE NEO (CONNECTS TO NSK SWVL),,,,,[INFERRED]
280-140-021,,WESTBEND SINGLE ELECTRONIC TIMER,,,,,[INFERRED]
480-140-001,,DUO-TONE DISCLOSING TABLET (250/PK),,,,,[INFERRED]
380-160-020,,VIVID IMAGE PUTTY MINT R/S (600MG),,,,,[INFERRED]
380-160-019,,VIVID FLAVORMATCH BERRY R/S LIGHT BODY (4/PK),,,,,[INFERRED]
520-160-028,,VIVID NANOFIL UNIV. SYRINGE A1 (4GM),,,,,[INFERRED]
380-160-018,,VIVID ELEGANCE VPS LIGHT RS (2 X 50ML),,,,,[INFERRED]
360-120-009,,VIVID MIRRORBRITE 1QT. (32 oz) BOTTLE,,,,,[INFERRED]
500-110-006,,INSTA-DENT INSTANT DEV. & FIXER,,,,,[INFERRED]
380-110-034,,VIVID XTRUDEZE-1 DISP. GUN 1:1,,,,,[INFERRED]
380-110-033,,VIVID WINGMIX TIPS YELLOW 4.2MM (48/PK),,,,,[INFERRED]
480-140-003,,PROPHY BRUSH RA LATCH STYLE WHITE (12PK),,,,,[INFERRED]
480-160-002,,SENSODYNE RAPID ACTION,,,,,[INFERRED]
560-110-002,,"IMPLANT PROCEDURE D113: A DOCTOR, THREE IMPLANTS, THREE PERMANENT ABUTMENTS, THREE CROWNS & LOANING OF AN IMPLANT KIT",,,,,[INFERRED]
340-190-089,,TOOTH FORCEPS N.1 (2500/1),,,,,[INFERRED]
340-190-111,,TOOTH FORCEPS PEDO N.123 (2500/123),,,,,[INFERRED]
340-190-095,,TOOTH FORCEPS N.187 (2500/187),,,,,[INFERRED]
340-190-097,,TOOTH FORCEPS N.23 (2500/23),,,,,[INFERRED]
340-190-098,,TOOTH FORCEPS N.24 (2500/24),,,,,[INFERRED]
340-190-099,,TOOTH FORCEPS N.33 (2500/33),,,,,[INFERRED]
340-190-103,,TOOTH FORCEPS N.73 (2500/73),,,,,[INFERRED]
340-190-094,,TOOTH FORCEPS N.18 (2500/18),,,,,[INFERRED]
340-190-093,,TOOTH FORCEPS N.17 (2500/17),,,,,[INFERRED]
340-190-102,,TOOTH FORCEPS N.7 (2500/7),,,,,[INFERRED]
340-140-004,,KIT WAX AND MODEL INSTRUMENTS,,,,,[INFERRED]
420-120-002,,PLIER CENTURY ADERER LONG,,,,,[INFERRED]
340-180-011,,FILLING INSTRUMENT OT2 (500/2),,,,,[INFERRED]
340-180-012,,FILLING INSTRUMENT OT3 (500/3),,,,,[INFERRED]
200-190-001,,BIB HOLDER (10PCS) (6210),,,,,[INFERRED]
340-190-050,,ROOT ELEVATOR COUPLAND 3MM (798/1),,,,,[INFERRED]
340-190-049,,ROOT ELEVATOR COUPLAND 3.6MM (798/2),,,,,[INFERRED]
340-190-070,,ROOT ELEVATOR SELDIN LEFT (720/23),,,,,[INFERRED]
340-190-071,,ROOT ELEVATOR SELDIN RIGHT (720/22),,,,,[INFERRED]
400-140-003,,DRINKING CUP DISPENSER WHITE (6161/W),,,,,[INFERRED]
340-190-020,,EXCAVATOR SPOON 17 (664/17),,,,,[INFERRED]
340-170-008,,PROBE DOUBLE CP15/23,,,,,[INFERRED]
380-190-002,,WAX KNIVES FAHNENSTOCK 180MM,,,,,[INFERRED]
340-190-040,,PLASTER SHEAR (4559),,,,,[INFERRED]
100-150-005,,SYRINGE INTRALIGAMENTAL 1.8ML,,,,,[INFERRED]
340-140-005,,WAX AND MODELLING INSTRUMENT ZAHLE 120MM (591),,,,,[INFERRED]
340-140-006,,WAX AND MODELLING INSTRUMENT ZAHLE 130MM (592),,,,,[INFERRED]
340-190-042,,PLIER CENTURY ANGLE N. 138 TC (3000/86 TC),,,,,[INFERRED]
340-120-001,,MIRROR HANDLE LIGHT MILLIMETER (4902/MM),,,,,[INFERRED]
380-110-027,,SPATULA FOR ALGINATE (209),,,,,[INFERRED]
340-170-010,,PROBE DOUBLE WHO/CP12 (563/2),,,,,[INFERRED]
420-110-002,,EXPANDERS SOFT- SMALL (4916/6),,,,,[INFERRED]
420-110-003,,EXPANDERS SOFT- STANDARD (4916/7),,,,,[INFERRED]
340-190-055,,ROOT ELEVATOR CRYER 9MM RIGHT MAESTRALE (720/28S.SL),,,,,[INFERRED]
340-190-054,,ROOT ELEVATOR CRYER 15MM RIGHT (720/28),,,,,[INFERRED]
340-190-058,,ROOT ELEVATOR LINDO-LEVIAN 2.5MM MAESTRALE (725/1.SL),,,,,[INFERRED]
340-190-059,,ROOT ELEVATOR LINDO-LEVIAN 3MM MAESTRALE (725/2.SL),,,,,[INFERRED]
340-190-060,,ROOT ELEVATOR LINDO-LEVIAN 4MM MAESTRALE (725/3.SL),,,,,[INFERRED]
340-190-045,,ROOT ELEVATOR 2MM MAESTRALE (726/1S. SL),,,,,[INFERRED]
280-140-007,,COMPRESSOR AIR FILTER (DOUBLE),,,,,[INFERRED]
340-190-044,,ROOT ELEVATOR 2.5MM MAESTRALE (726/2S. SL),,,,,[INFERRED]
340-190-046,,ROOT ELEVATOR 3MM MAESTRALE (726/3S. SL),,,,,[INFERRED]
340-190-064,,ROOT ELEVATOR LUSSATORE 3MM (730/3S),,,,,[INFERRED]
280-150-004,,ITERO LUMINA MOBILE CONFIGURATION,,,,,[INFERRED]
560-130-001,,CLEARING CHARGES,,,,,[INFERRED]
560-120-020,,REPLACEMENT OF X-RAY SWITCH,,,,,[INFERRED]
480-120-001,,DURAPHAT CPL 10ML/PK VARNISH,,,,,[INFERRED]
380-160-013,,PRESIDENT THE ORIGINAL PUTTY SOFT (2 X 300ML),,,,,[INFERRED]
380-160-011,,PRESIDENT THE ORIGINAL LIGHT BODY (2 X 50ML),,,,,[INFERRED]
280-110-020,,BIG SIZE COMPLETE TERMINAL (91109166),,,,,[INFERRED]
280-110-061,,SMALL SIZE COMPLETE TERMINAL (91109167),,,,,[INFERRED]
340-170-018,,SCALER MOD. GR. EV H20 2W (91109500),,,,,[INFERRED]
420-110-012,,RETAINER CASE- PHILIPS ZOOM,,,,,[INFERRED]
480-150-013,,ORAL-B CROSS ACTION WHITE TOOTHBRUSH HEAD- PACK OF 2 COUNTS,,,,,[INFERRED]
480-150-012,,ORAL-B CROSS ACTION BLACK TOOTHBRUSH HEAD- PACK OF 2 COUNTS,,,,,[INFERRED]
