sku,Item Name,item-name-suggested,sales_description,brand,manufacturer,shopify_collection,variant_1_name,variant_1_value,variant_2_name,variant_2_value,variant_3_name,variant_3_value,package_length,package_width,package_height,package_weight,dimension_unit,enrichment_comments
280-110-006,2017 INT. ZEN-X GR. (95510189),,"Professional-grade 2017 Int. Zen-X Gr. (95510189) designed for clinical durability and performance.

Features:
- High-reliability component for dental equipment.
- Precision engineered for compatibility.
",,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-018,DISTILLED WATER TANK (97461268) - (Castellini parts),DISTILLED WATER TANK (97461268)-(CASTELLINI PARTS),Replacement Distilled Water Tank (97461268) - (Castellini Parts) for dental hygiene water systems. Designed for easy refilling and durable service.,Castellini,Castellini,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-003,1LT TANK FLANGE GROUP (91109397),,Replacement 1Lt Tank Flange Group (91109397) for dental hygiene water systems. Designed for easy refilling and durable service.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-034,INTERNAL CAN BUS CABLE (97521378),,Replacement Internal Can Bus Cable (97521378) for dental unit electronics. Ensures reliable connectivity and system integration.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-039,LAMP POTENT. EL. SYSTEM (97522186),,Replacement Lamp Potent. El. System (97522186) (standard) for dental units. Engineered to provide optimal illumination and color accuracy for clinical procedures.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-062,"SOLENOID VALVE 3/2 NC D1, 1 (97720234)",,"Precision Solenoid Valve 3/2 Nc D1, 1 (97720234) component for fluid or air control in dental units.",,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-068,TANK JUNCTION GR. WITH PROBE (91105859,,Replacement Tank Junction Gr. With Probe (91105859 for dental hygiene water systems. Designed for easy refilling and durable service.,Cefla,Cefla,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-063,STRAIGHT TUBES GR.D.11 X 2.3M,STRAIGHT TUBES GR.D.11 X 2.3m,"Professional-grade Straight Tubes Gr.D.11 X 2.3M designed for clinical durability and performance.

Features:
- High-reliability component for dental equipment.
- Precision engineered for compatibility.
",,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-053,SECT. TUB. SCALER L1400 (91106309),,Advanced Sect. Tub. Scaler L1400 (91106309) for efficient laboratory or clinical workflows. Features durable construction and high-performance specifications.,Castellini,Castellini,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-140-001,(cattani) ASPIJET 6 MOBILE SUCTION,(CATTANI) ASPIJET 6 MOBILE SUCTION,Durable (Cattani) Aspijet 6 Mobile Suction designed for high-flow suction and fluid management systems. Flexible and sterilization-compatible material.,Cattani,Cattani,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-140-002,CENTRIFUGAL SEPARAT. T-JET 1/2 + BOX 230V (025240),CENTRIFUGAL SEPARAT. T-JET 1/2 + BOX,"Professional-grade Centrifugal Separat. T-Jet 1/2 + Box 230V (025240) designed for clinical durability and performance.

Features:
- High-reliability component for dental equipment.
- Precision engineered for compatibility.


Specifications:
- Power/Spec: 230V
",,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-140-017,"TURBO-JET  ""1"" MOD","TURBO-JET ""1"" MOD","Professional-grade Turbo-Jet  ""1"" Mod designed for clinical durability and performance.

Features:
- High-reliability component for dental equipment.
- Precision engineered for compatibility.
",,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-012,AIR GR. (ADAPT + EV+ FLITER) (91104755),,Durable Air Gr. (Adapt + Ev+ Fliter) (91104755) designed for high-flow suction and fluid management systems.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-031,GR. MONITOR 19,,Replacement Gr. Monitor 19 for dental unit electronics. Ensures reliable connectivity and system integration.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-140-010,BAMBI PUMP COIL (BPVT150),,Advanced Bambi Pump Coil (Bpvt150) for efficient laboratory or clinical workflows. Features durable construction and high-performance specifications.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-050,"PRESSURE REGULATOR ""C""",,"Precision Pressure Regulator ""C"" component for fluid or air control in dental units.",,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-070,"UNI JET 75 230V-50 D.30 PLAST. FAN, W/O BASE, WITH LONG TUBE (VACUUM MOTOR SPARE PART)","UNI JET 75 50 D.30 PLAST. FAN, W/O BASE, WITH LONG TUBE (VACUUM MOTOR SPARE PART)","Advanced Uni Jet 75 230V 50 D.30 Plast. Fan, W/O Base, With Long Tube (Vacuum Motor Spare Part) for efficient laboratory or clinical workflows. Features durable construction and high-performance specifications.

Specifications:
- Power/Spec: 230V
",,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-150-008,USB PC CABLE-CEFLA 1.8 MT,,Replacement Usb Pc Cable-Cefla 1.8 Mt for dental unit electronics. Ensures reliable connectivity and system integration.,Cefla,Cefla,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-120-022,TURBINE MODULE GROUP,,"Professional-grade Turbine Module Group designed for clinical durability and performance.

Features:
- High-reliability component for dental equipment.
- Precision engineered for compatibility.
",Cefla,Cefla,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-017,CENTRALIZED EV COMPLETE GR.,CENTRALIZED EV COMPLETE GR,"Professional-grade Centralized Ev Complete Gr. designed for clinical durability and performance.

Features:
- High-reliability component for dental equipment.
- Precision engineered for compatibility.
",Cefla,Cefla,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-028,EV 2 DISTRIBUTOR SMALL BLOCK,EV 2 DISTRIBUTOR BLOCK - Small,"Precision Ev 2 Distributor Small Block component for fluid or air control in dental units.

Specifications:
- Size: Small
",Cefla,Cefla,EV 2 DISTRIBUTOR BLOCK,Size,Small,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-150-007,TINY HYDRIC BOARD 2013,,OEM replacement Tiny Hydric Board 2013 for dental unit electronics. Ensures reliable system performance and compatibility.,Cefla,Cefla,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-022,DOCTOR PANEL CONSOLE,,"Professional-grade Doctor Panel Console designed for clinical durability and performance.

Features:
- High-reliability component for dental equipment.
- Precision engineered for compatibility.
",Cefla,Cefla,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-024,ELECTRODE ASSORTED SET (7) BLUE,ELECTRODE ASSORTED SET - Blue,"Replacement Electrode Assorted Set (7) Blue for dental unit electronics. Ensures reliable connectivity and system integration.

Specifications:
- Color: Blue
",Magpie Tech Corp.,Magpie Tech Corp.,ELECTRODE ASSORTED SET,Color,Blue,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-140-021,WESTBEND SINGLE ELECTRONIC TIMER,,"Professional-grade Westbend Single Electronic Timer designed for clinical durability and performance.

Features:
- High-reliability component for dental equipment.
- Precision engineered for compatibility.
",West Bend,West Bend,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-140-007,COMPRESSOR AIR FILTER (DOUBLE),COMPRESSOR AIR FILTER,Premium Compressor Air Filter (Double) (high-efficiency) designed to protect dental unit components from debris and contaminants.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-150-004,ITERO LUMINA MOBILE CONFIGURATION,,Advanced Itero Lumina Mobile Configuration for efficient laboratory or clinical workflows. Features durable construction and high-performance specifications.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-020,BIG SIZE COMPLETE TERMINAL (91109166),,Replacement Big Size Complete Terminal (91109166) for dental unit electronics. Ensures reliable connectivity and system integration.,Cefla,Cefla,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-061,SMALL SIZE COMPLETE TERMINAL (91109167),SIZE COMPLETE TERMINAL (91109167) - Small,"Replacement Small Size Complete Terminal (91109167) for dental unit electronics. Ensures reliable connectivity and system integration.

Specifications:
- Size: Small
",Cefla,Cefla,SIZE COMPLETE TERMINAL (91109167),Size,Small,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-140-008,BAMBI COMPRESSOR VT75 OIL FREE LOW NOISE 0.75HP 24L RECEIVER (SINGLE SURGERY),BAMBI COMPRESSOR VT75 OIL FREE LOW NOISE RECEIVER (SINGLE SURGERY) - 24l,"Advanced Bambi Compressor Vt75 Oil Free Low Noise 0.75Hp 24L Receiver (Single Surgery) for efficient laboratory or clinical workflows. Features durable construction and high-performance specifications.

Specifications:
- Power/Spec: 0.75HP
- Volume: 24l
",Bambi,Bambi,BAMBI COMPRESSOR VT75 OIL FREE LOW NOISE RECEIVER (SINGLE SURGERY),Volume,24l,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-140-005,BAMBI COMPREESOR VT150 OIL FREE ULTRA LOW NOISE 1.5HP 50L RECEIVER (2-3 SURGERIES),BAMBI COMPREESOR VT150 OIL FREE ULTRA LOW NOISE RECEIVER (2-3 SURGERIES) - 50l,"High-quality Bambi Compreesor Vt150 Oil Free Ultra Low Noise 1.5Hp 50L Receiver (2-3 Surgeries) for maintenance and care of dental handpieces and instruments.

Specifications:
- Power/Spec: 1.5HP
- Volume: 50l
",Bambi,Bambi,BAMBI COMPREESOR VT150 OIL FREE ULTRA LOW NOISE RECEIVER (2-3 SURGERIES),Volume,50l,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-140-014,BPB1002A START RELAY TYPE,,Replacement Bpb1002A Start Relay Type for dental unit electronics. Ensures reliable connectivity and system integration.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-027,EURONDA MONOART SALIVA EJECTORS CLEAR DIAMETER 6.5MM LENGTH 12.5CM,EURONDA MONOART SALIVA EJECTORS CLEAR DIAMETER 6.5mm LENGTH 12.5cm,Protective Euronda Monoart Saliva Ejectors Clear Diameter 6.5Mm Length 12.5Cm designed for optimal infection control and equipment protection.,Euronda,Euronda,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-056,SECTIONAL UNIDIRECTIONAL SCREWS,,Precision Sectional Unidirectional Screws designed for accurate adjustments and maintenance of dental instruments.,Smileville Ortho-Dental,Smileville Ortho-Dental Ltd.,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-130-009,WET AND DRY MILLING MACHINE FOR W5,,Advanced Wet And Dry Milling Machine For W5 for efficient laboratory or clinical workflows. Features durable construction and high-performance specifications.,Deprag,Deprag,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-140-004,CHILLER FOR W5,,"Professional-grade Chiller For W5 designed for clinical durability and performance.

Features:
- High-reliability component for dental equipment.
- Precision engineered for compatibility.
",Deprag,Deprag,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-140-003,AIR COMPRESSOR (YY-1500*2-100),AIR COMPRESSOR (YY 1500*2-100),Advanced Air Compressor (Yy 1500*2-100) for efficient laboratory or clinical workflows. Features durable construction and high-performance specifications.,Deprag,Deprag,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-140-020,VACUUM CLEANER (V9),VACUUM CLEANER,Advanced Vacuum Cleaner (V9) for efficient laboratory or clinical workflows. Features durable construction and high-performance specifications.,Deprag,Deprag,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-150-001,CAM SOFTWARE (MILLBOX-W5-EXP),CAM SOFTWARE (MILLBOX-),"Replacement Cam Software (Millbox-W5-Exp) for dental unit electronics. Ensures reliable connectivity and system integration.

Specifications:
- Part Number: W5-EXP
",Deprag,Deprag,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-130-007,SINTERING FURNACE (S7/SiC-J),SINTERING FURNACE (S7/SIC-J),Advanced Sintering Furnace (S7/Sic-J) for efficient laboratory or clinical workflows. Features durable construction and high-performance specifications.,Deprag,Deprag,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-041,NO SECT TUB. L1400 C-U2 HD ASS (97230472),,Durable No Sect Tub. L1400 C-U2 Hd Ass (97230472) designed for high-flow suction and fluid management systems.,Cefla,Cefla,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-140-018,ULTIMATE XL BENCH TOP TORQUE,ULTIMATE BENCH TOP TORQUE - Extra Large,"Precision Ultimate Xl Bench Top Torque designed for accurate adjustments and maintenance of dental instruments.

Specifications:
- Size: Extra Large
",Nsk America,Nsk America,ULTIMATE BENCH TOP TORQUE,Size,Extra Large,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-130-008,VACUUM FORMER MACHINE,,Advanced Vacuum Former Machine for efficient laboratory or clinical workflows. Features durable construction and high-performance specifications.,Pearson Dental,Pearson Dental,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-058,SENSIMATIC ELECTROSURGE D700SE,,Advanced Sensimatic Electrosurge D700Se for efficient laboratory or clinical workflows. Features durable construction and high-performance specifications.,Parkell,Parkell,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-140-006,BAMBI COMPRESSOR VT150 OIL FREE LOW NOISE 1.5HP 50 LITRE RECEIVER (2-3 SURGERIES),BAMBI COMPRESSOR VT150 OIL FREE LOW NOISE 50 LITRE RECEIVER (2-3 SURGERIES),"Advanced Bambi Compressor Vt150 Oil Free Low Noise 1.5Hp 50 Litre Receiver (2-3 Surgeries) for efficient laboratory or clinical workflows. Features durable construction and high-performance specifications.

Specifications:
- Power/Spec: 1.5HP
",Bambi,Bambi,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-075,PIEZO 6 CASTELLINI SCALER (E) (95529098),PIEZO 6 CASTELLINI SCALER (95529098),Advanced Piezo 6 Castellini Scaler (E) (95529098) for efficient laboratory or clinical workflows. Features durable construction and high-performance specifications.,Cefla,Cefla,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
