sku,Item Name,item-name-suggested,sales_description,brand,manufacturer,shopify_collection,variant_1_name,variant_1_value,variant_2_name,variant_2_value,variant_3_name,variant_3_value,package_length,package_width,package_height,package_weight,dimension_unit,enrichment_comments
200-150-018,VIVID SUPREMEMASK BLUE (50),VIVID SUPREMEMASK - Blue,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Vivid,Vivid,VIVID SUPREMEMASK,Color,Blue,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-150-019,VIVID SUPREMEMASK PINK (50),VIVID SUPREMEMASK - Pink,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Vivid,Vivid,VIVID SUPREMEMASK,Color,Pink,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-200-021,TRAY WITH LID LARGE (1160),TRAY WITH LID - Large / 1160,Instrument Tray with Locking Lid (Size B/Large). Autoclavable design for safe transport of contaminated instruments.,Zirc,Zirc,TRAY WITH LID,Size,Large,Shape,1160,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-200-022,TRAY WITH LID SMALL (1165),TRAY WITH LID - Small / 1165,Instrument Tray with Locking Lid (Size B/Large). Autoclavable design for safe transport of contaminated instruments.,Zirc,Zirc,TRAY WITH LID,Size,Small,Shape,1165,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-110-010,ORO-GUARD FILM (SMALL) (5/PK),ORO-GUARD FILM (5/PK) - Small,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,ORO-GUARD FILM (5/PK),Size,Small,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-110-009,ORO-GUARD FILM (MEDIUM) (5/PK),ORO-GUARD FILM (5/PK) - Medium,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,ORO-GUARD FILM (5/PK),Size,Medium,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-110-008,ORO-GUARD FILM (LARGE) (5/PK),ORO-GUARD FILM (5/PK) - Large,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,ORO-GUARD FILM (5/PK),Size,Large,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-230-003,ALCOHOL PAD (100PK),ALCOHOL PAD,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-200-018,TRAY PLASTIC - BLUE 979/BL,TRAY PLASTIC-/BL - Blue / 979,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,TRAY PLASTIC-/BL,Color,Blue,Shape,979,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-200-019,TRAY PLASTIC - GREEN 979/G,TRAY PLASTIC-/g - Green / 979,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,TRAY PLASTIC-/g,Color,Green,Shape,979,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-200-020,TRAY PLASTIC - WHITE 979/W,TRAY PLASTIC-/W - White / 979,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,TRAY PLASTIC-/W,Color,White,Shape,979,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-210-007,VIVID RITE GOWN BLUE 25GM SMS,VIVID RITE GOWN 25gm SMS - Blue,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Vivid,Vivid,VIVID RITE GOWN 25gm SMS,Color,Blue,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-210-006,VIVID ISO GOWN CPE 25GM W/THUM,VIVID ISO GOWN CPE 25gm W/THUM,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Vivid,Vivid,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-210-008,VIVID RITE GOWN PINK 25GM SMS,VIVID RITE GOWN 25gm SMS - Pink,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Vivid,Vivid,VIVID RITE GOWN 25gm SMS,Color,Pink,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-200-005,LONG TUB CUP+COVER (ZIRC),LONG TUB CUP+COVER,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Zirc,Zirc,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-190-013,UNODENT BIB HOLDER- LATEX-FREE DISP-BIBS-56,UNODENT BIB HOLDER-LATEX-FREE DISP-BIBS 56,"A pack of four clip-on bib holders, each made with thermoplastic rubber. Latex-free and autoclavable at 121°C. Firmly secure bibs and aprons without restricting movement or providing a choking hazard.",UnoDent,Unodent,,,,,,,,0.00,0.00,0.00,0.10,cm,[MATCH]
200-190-014,UNODENT BIB HOLDER- LATEX-FREE DISP-BIBS-57,UNODENT BIB HOLDER-LATEX-FREE DISP-BIBS 57,"A pack of four clip-on bib holders, each made with thermoplastic rubber. Latex-free and autoclavable at 121°C. Firmly secure bibs and aprons without restricting movement or providing a choking hazard.",UnoDent,Unodent,,,,,,,,0.00,0.00,0.00,0.10,cm,[MATCH]
200-190-012,UNODENT BIB HOLDER- LATEX-FREE DISP-BIBS-55,UNODENT BIB HOLDER-LATEX-FREE DISP-BIBS 55,"A pack of four clip-on bib holders, each made with thermoplastic rubber. Latex-free and autoclavable at 121°C. Firmly secure bibs and aprons without restricting movement or providing a choking hazard.",UnoDent,Unodent,,,,,,,,0.00,0.00,0.00,0.10,cm,[MATCH]
200-140-002,REP. INTRA-ORAL TIPD WHITE (100PK),REP. INTRA-ORAL TIPD - White,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,REP. INTRA-ORAL TIPD,Color,White,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-190-006,PLASDENT BIBS 2-PLY BLUE,PLASDENT BIBS 2-PLY - Blue,"Premium 2-Ply Tissue, 1-Ply Poly (poly-back) Dental Bibs. Embossed horizontal pattern for maximum absorbency and water resistance. Size: 13"" x 18"".",Plasdent,Plasdent,PLASDENT BIBS 2-PLY,Color,Blue,,,,,45.00,33.00,21.00,3.18,cm,[MATCH]
200-190-008,PLASDENT BIBS 2-PLY LAVENDER,,"Premium 2-Ply Tissue, 1-Ply Poly (poly-back) Dental Bibs. Embossed horizontal pattern for maximum absorbency and water resistance. Size: 13"" x 18"".",Plasdent,Plasdent,,,,,,,,45.00,33.00,21.00,3.18,cm,[MATCH]
200-190-009,PLASDENT BIBS 2-PLY PEACH,,"Premium 2-Ply Tissue, 1-Ply Poly (poly-back) Dental Bibs. Embossed horizontal pattern for maximum absorbency and water resistance. Size: 13"" x 18"".",Plasdent,Plasdent,,,,,,,,45.00,33.00,21.00,3.18,cm,[MATCH]
200-170-001,BEESURE LATEX POWDER FREE GLOVES LARGE (100PK),BEESURE LATEX POWDER FREE GLOVES - Large,"BeeSure Latex Powder Free Exam Gloves. Natural color. Smooth polymer interior coating, full-hand micro-textured for optimal grip. Protein-rated. 100/Box.",BeeSure,Beesure,BEESURE LATEX POWDER FREE GLOVES,Size,Large,,,,,0.00,0.00,0.00,0.00,cm,[MATCH]
200-170-002,BEESURE LATEX POWDER FREE GLOVES MEDIUM (100PK),BEESURE LATEX POWDER FREE GLOVES - Medium,"BeeSure Latex Powder Free Exam Gloves. Natural color. Smooth polymer interior coating, full-hand micro-textured for optimal grip. Protein-rated. 100/Box.",BeeSure,Beesure,BEESURE LATEX POWDER FREE GLOVES,Size,Medium,,,,,0.00,0.00,0.00,0.00,cm,[MATCH]
200-170-011,GRIP TOUCH LATEX POWDER FREE X-SMALL (100PK),GRIP TOUCH LATEX POWDER FREE - Extra Small,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,GRIP TOUCH LATEX POWDER FREE,Size,Extra Small,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-200-015,PLASTIC CUPS BLUE (N'SURE),PLASTIC CUPS (N'SURE) - Blue,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,N'Sure,N'Sure,PLASTIC CUPS (N'SURE),Color,Blue,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-140-011,SALIVA EJECTOR WHITE WITH WHITE TIPS (100),SALIVA EJECTOR WITH TIPS - White,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,SALIVA EJECTOR WITH TIPS,Color,White,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-140-003,SALIVA TIP CLEAR ASSORTED TIP (100PK),SALIVA TIP CLEAR ASSORTED TIP,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-200-014,"TCD TRAY COVER BTC ""8-1/4 X 12"" PINK (1000)","TCD TRAY COVER BTC ""8-1/4 X 12"" - Pink / 1000",High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,"TCD TRAY COVER BTC ""8-1/4 X 12""",Color,Pink,Shape,1000,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-170-021,VIVID GRIP TOUCH LATEX POWDER FREE GLOVES LARGE (100PK),VIVID GRIP TOUCH LATEX POWDER FREE GLOVES - Large,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Vivid,Vivid,VIVID GRIP TOUCH LATEX POWDER FREE GLOVES,Size,Large,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-170-022,VIVID GRIP TOUCH LATEX POWDER FREE GLOVES MEDIUM (100PK),VIVID GRIP TOUCH LATEX POWDER FREE GLOVES - Medium,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Vivid,Vivid,VIVID GRIP TOUCH LATEX POWDER FREE GLOVES,Size,Medium,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-170-023,VIVID GRIP TOUCH LATEX POWDER FREE GLOVES SMALL (100PK),VIVID GRIP TOUCH LATEX POWDER FREE GLOVES - Small,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Vivid,Vivid,VIVID GRIP TOUCH LATEX POWDER FREE GLOVES,Size,Small,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-140-008,VIVID MICROFOAM TIP FINE/PINK (100PK),VIVID MICROFOAM TIP FINE/ - Pink,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Vivid,Vivid,VIVID MICROFOAM TIP FINE/,Color,Pink,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-170-024,VIVID NOVOTOUCH POWDER FREE LATEX LARGE (100PK),VIVID NOVOTOUCH POWDER FREE LATEX - Large,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Vivid,Vivid,VIVID NOVOTOUCH POWDER FREE LATEX,Size,Large,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-170-025,VIVID NOVOTOUCH POWDER FREE LATEX MEDIUM (100PK),VIVID NOVOTOUCH POWDER FREE LATEX - Medium,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Vivid,Vivid,VIVID NOVOTOUCH POWDER FREE LATEX,Size,Medium,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-200-025,VIVID SANITRAY DIVIDED (7 X 11) DISPOSABLE TRAYS (50PK),VIVID SANITRAY DIVIDED (7 X 11) DISPOSABLE TRAYS,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Vivid,Vivid,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-140-010,VIVID YELLOW INTRAORAL TIPS (100PK),VIVID INTRAORAL TIPS - Yellow,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Vivid,Vivid,VIVID INTRAORAL TIPS,Color,Yellow,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-110-021,STICKY WRAP BLUE 4 X 6 W/STAND (VIVID),STICKY WRAP 4 X 6W/STAND - Blue,Barrier Film 'Sticky Wrap' with low-tack adhesive. Protects difficult-to-clean surfaces like light handles and chair controls from contamination.,Vivid,Vivid,STICKY WRAP 4 X 6W/STAND,Color,Blue,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-230-001,CLINELL UNIV. SANITIZING WIPES,,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Clinell,Clinell,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-200-004,DISPOSABLE LARGE TRAY (28 X 18.3 X 1.7CM) (50PK),DISPOSABLE TRAY (28 X 18.3X 1.7cm) - Large,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,DISPOSABLE TRAY (28 X 18.3X 1.7cm),Size,Large,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-170-014,SUPERGRIP LATEX POWDER FREE EXAM GLOVES MEDIUM,SUPERGRIP LATEX POWDER FREE EXAM GLOVES - Medium,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,SUPERGRIP LATEX POWDER FREE EXAM GLOVES,Size,Medium,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-170-017,UNIGLOVES KOOLTOUCH MEDICAL NITRILE P/FREE BLUE GLOVES LARGE (LATEX FREE),UNIGLOVES KOOLTOUCH MEDICAL NITRILE P/FREE GLOVES (LATEX FREE) - Large / Blue,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,UNIGLOVES KOOLTOUCH MEDICAL NITRILE P/FREE GLOVES (LATEX FREE),Size,Large,Color,Blue,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-170-018,UNIGLOVES KOOLTOUCH MEDICAL NITRILE P/FREE BLUE GLOVES MEDIUM (LATEX FREE),UNIGLOVES KOOLTOUCH MEDICAL NITRILE P/FREE GLOVES (LATEX FREE) - Medium / Blue,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,UNIGLOVES KOOLTOUCH MEDICAL NITRILE P/FREE GLOVES (LATEX FREE),Size,Medium,Color,Blue,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-230-002,CLEANCIDE WIPES (80/PK),,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Wexford Labs,Wexford Labs,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-200-024,VIVID MONOTRAY DISP. TRAYS WHITE (100/PK),VIVID MONOTRAY DISP. TRAYS (/PK) - White / 100,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Pearson Dental,Pearson Dental,VIVID MONOTRAY DISP. TRAYS (/PK),Color,White,Shape,100,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-190-001,BIB HOLDER (10PCS) (6210),BIB HOLDER,Autoclavable bib and towel holders featuring serrated edge clips. Designed for durability and resistant to wear and tear from repeated autoclave sterilization cycles. Sold in packs of 10.,Medesy,Medesy,,,,,,,,0.00,0.00,0.00,0.10,cm,[MATCH]
200-110-011,PROTECTIVE EYE GOOGLE- GREEN,PROTECTIVE EYE GOOGLE - Green,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,PROTECTIVE EYE GOOGLE,Color,Green,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-110-012,PROTECTIVE GOOGLE- RED,PROTECTIVE GOOGLE - Red,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,PROTECTIVE GOOGLE,Color,Red,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-110-016,"UNODENT WRAP AROUND BLUE FILM (1,200/ROLL)","UNODENT WRAP AROUND FILM (1,/ROLL) - Blue / 200",High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,UnoDent,Unodent,"UNODENT WRAP AROUND FILM (1,/ROLL)",Color,Blue,Shape,200,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
